?s	?name
<http://lod4all.net/resource/financial/fdicCert-16275>	"The Citizens Bank Of Cochran"@en
<http://lod4all.net/resource/financial/fdicCert-12457>	"The Citizens Bank Of Edina"@en
<http://lod4all.net/resource/financial/fdicCert-4084>	"The Citizens Bank Of Edmond"@en
<http://lod4all.net/resource/financial/fdicCert-5600>	"The Citizens Bank Of Fayette"@en
<http://lod4all.net/resource/financial/fdicCert-34229>	"The Citizens Bank Of Forsyth County"@en
<http://lod4all.net/resource/financial/fdicCert-18418>	"The Citizens Bank Of Logan, Ohio"@en
<http://lod4all.net/resource/financial/fdicCert-12204>	"The Citizens Bank Of Philadelphia, Mississippi"@en
<http://lod4all.net/resource/financial/fdicCert-11295>	"The Citizens Bank Of Swainsboro"@en
<http://lod4all.net/resource/financial/fdicCert-15270>	"The Citizens Bank Of Valley Head"@en
<http://lod4all.net/resource/financial/fdicCert-19674>	"The Citizens Bank Of Weston"@en
<http://lod4all.net/resource/financial/fdicCert-52>	"The Citizens Bank Of Winfield"@en
<http://lod4all.net/resource/financial/fdicCert-4511>	"The Citizens First National Bank Of Storm Lake"@en
<http://lod4all.net/resource/financial/fdicCert-4678>	"The Citizens National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-6531>	"The Citizens National Bank Of Bluffton"@en
<http://lod4all.net/resource/financial/fdicCert-14820>	"The Citizens National Bank Of Hammond"@en
<http://lod4all.net/resource/financial/fdicCert-3255>	"The Citizens National Bank Of Hillsboro"@en
<http://lod4all.net/resource/financial/fdicCert-2753>	"The Citizens National Bank Of Lebanon"@en
<http://lod4all.net/resource/financial/fdicCert-4993>	"The Citizens National Bank Of Meridian"@en
<http://lod4all.net/resource/financial/fdicCert-5223>	"The Citizens National Bank Of Park Rapids"@en
<http://lod4all.net/resource/financial/fdicCert-14731>	"The Citizens National Bank Of Quitman"@en
<http://lod4all.net/resource/financial/fdicCert-2725>	"The Citizens National Bank Of Somerset"@en
<http://lod4all.net/resource/financial/fdicCert-6732>	"The Citizens National Bank Of Woodsfield"@en
<http://lod4all.net/resource/financial/fdicCert-9463>	"The Citizens Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-14269>	"The Citizens State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-15111>	"The Citizens State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-15261>	"The Citizens State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-17672>	"The Citizens State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-15254>	"The Citizens State Bank And Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-8632>	"The Citizens State Bank At Mohall"@en
<http://lod4all.net/resource/financial/fdicCert-9658>	"The Citizens State Bank Of Cheney, Kansas"@en
<http://lod4all.net/resource/financial/fdicCert-16187>	"The Citizens State Bank Of Finley"@en
<http://lod4all.net/resource/financial/fdicCert-8183>	"The Citizens State Bank Of Ontonagon"@en
<http://lod4all.net/resource/financial/fdicCert-1779>	"The Citizens State Bank Of Ouray"@en
<http://lod4all.net/resource/financial/fdicCert-884>	"The Citizens State Bank Of Taylor County"@en
<http://lod4all.net/resource/financial/fdicCert-11463>	"The Citizens-Farmers Bank Of Cole Camp"@en
<http://lod4all.net/resource/financial/fdicCert-4107>	"The City National Bank And Trust Company Of Guymon"@en
<http://lod4all.net/resource/financial/fdicCert-4132>	"The City National Bank And Trust Company Of Lawton, Oklahoma"@en
<http://lod4all.net/resource/financial/fdicCert-3144>	"The City National Bank Of Colorado City"@en
<http://lod4all.net/resource/financial/fdicCert-5518>	"The City National Bank Of San Saba"@en
<http://lod4all.net/resource/financial/fdicCert-5544>	"The City National Bank Of Sulphur Springs"@en
<http://lod4all.net/resource/financial/fdicCert-5548>	"The City National Bank Of Taylor"@en
<http://lod4all.net/resource/financial/fdicCert-15826>	"The Claxton Bank"@en
<http://lod4all.net/resource/financial/fdicCert-12201>	"The Cleveland State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-4439>	"The Clinton National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-27244>	"The Columbia Bank"@en
<http://lod4all.net/resource/financial/fdicCert-9139>	"The Commercial And Savings Bank Of Millersburg, Ohio"@en
<http://lod4all.net/resource/financial/fdicCert-14642>	"The Commercial Bank"@en
<http://lod4all.net/resource/financial/fdicCert-175>	"The Commercial Bank"@en
<http://lod4all.net/resource/financial/fdicCert-19595>	"The Commercial Bank"@en
<http://lod4all.net/resource/financial/fdicCert-9356>	"The Commercial Bank"@en
<http://lod4all.net/resource/financial/fdicCert-10137>	"The Commercial Bank Of Grayson"@en
<http://lod4all.net/resource/financial/fdicCert-17975>	"The Commercial Bank Of Ozark"@en
<http://lod4all.net/resource/financial/fdicCert-3110>	"The Commercial National Bank Of Brady"@en
<http://lod4all.net/resource/financial/fdicCert-34666>	"The Community Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58517>	"The Community Bank"@en
<http://lod4all.net/resource/financial/fdicCert-5981>	"The Community Bank"@en
<http://lod4all.net/resource/financial/fdicCert-20279>	"The Community State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-12591>	"The Converse County Bank"@en
<http://lod4all.net/resource/financial/fdicCert-2102>	"The Conway National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-9374>	"The Corder Bank"@en
<http://lod4all.net/resource/financial/fdicCert-12980>	"The Corn City State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-2281>	"The Cortland Savings And Banking Company"@en
<http://lod4all.net/resource/financial/fdicCert-28063>	"The Covington Savings And Loan Association"@en
<http://lod4all.net/resource/financial/fdicCert-12298>	"The Cowboy Bank Of Texas"@en
<http://lod4all.net/resource/financial/fdicCert-13341>	"The Croghan Colonial Bank"@en
<http://lod4all.net/resource/financial/fdicCert-17589>	"The Culbertson Bank"@en
<http://lod4all.net/resource/financial/fdicCert-5033>	"The Dart Bank"@en
<http://lod4all.net/resource/financial/fdicCert-7025>	"The Delaware National Bank Of Delhi"@en
<http://lod4all.net/resource/financial/fdicCert-15305>	"The Denison State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-12425>	"The Dickinson County Bank"@en
<http://lod4all.net/resource/financial/fdicCert-17959>	"The Dolores State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-3178>	"The Dublin National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-16125>	"The Eastern Colorado Bank"@en
<http://lod4all.net/resource/financial/fdicCert-4156>	"The Eastman National Bank Of Newkirk"@en
<http://lod4all.net/resource/financial/fdicCert-3722>	"The Edgar County Bank And Trust Co., Paris, Illinois"@en
<http://lod4all.net/resource/financial/fdicCert-13206>	"The Edon State Bank Company Of Edon, Ohio"@en
<http://lod4all.net/resource/financial/fdicCert-13104>	"The Elberfeld State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-28614>	"The Equitable Bank, S.S.b."@en
<http://lod4all.net/resource/financial/fdicCert-29966>	"The Equitable Savings And Loan Company"@en
<http://lod4all.net/resource/financial/fdicCert-10672>	"The Exchange Bank"@en
<http://lod4all.net/resource/financial/fdicCert-54>	"The Exchange Bank Of Alabama"@en
<http://lod4all.net/resource/financial/fdicCert-16094>	"The Exchange State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-14556>	"The Exchange State Bank Of St. Paul, Kansas"@en
<http://lod4all.net/resource/financial/fdicCert-2068>	"The Fahey Banking Company"@en
<http://lod4all.net/resource/financial/fdicCert-3193>	"The Falls City National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-1480>	"The Farmers & Merchants Bank"@en
<http://lod4all.net/resource/financial/fdicCert-15779>	"The Farmers & Merchants Bank"@en
<http://lod4all.net/resource/financial/fdicCert-16216>	"The Farmers & Merchants Bank"@en
<http://lod4all.net/resource/financial/fdicCert-1745>	"The Farmers & Merchants Bank"@en
<http://lod4all.net/resource/financial/fdicCert-8640>	"The Farmers & Merchants Bank Of North Dakota"@en
<http://lod4all.net/resource/financial/fdicCert-5969>	"The Farmers & Merchants State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-10280>	"The Farmers And Merchants Bank"@en
<http://lod4all.net/resource/financial/fdicCert-1843>	"The Farmers And Merchants Bank"@en
<http://lod4all.net/resource/financial/fdicCert-4097>	"The Farmers And Merchants National Bank Of Fairview"@en
<http://lod4all.net/resource/financial/fdicCert-3934>	"The Farmers And Merchants National Bank Of Hatton"@en
<http://lod4all.net/resource/financial/fdicCert-13999>	"The Farmers And Merchants State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-17719>	"The Farmers And Merchants State Bank Of Argonia"@en
<http://lod4all.net/resource/financial/fdicCert-14894>	"The Farmers Bank"@en
<http://lod4all.net/resource/financial/fdicCert-1696>	"The Farmers Bank"@en
<http://lod4all.net/resource/financial/fdicCert-4054>	"The Farmers Bank"@en
<http://lod4all.net/resource/financial/fdicCert-5709>	"The Farmers Bank"@en
<http://lod4all.net/resource/financial/fdicCert-6813>	"The Farmers Bank Of Appomattox"@en
<http://lod4all.net/resource/financial/fdicCert-11719>	"The Farmers Bank Of Liberty"@en
<http://lod4all.net/resource/financial/fdicCert-12163>	"The Farmers Bank Of Milton"@en
<http://lod4all.net/resource/financial/fdicCert-4748>	"The Farmers Bank Of Osborne"@en
<http://lod4all.net/resource/financial/fdicCert-5885>	"The Farmers Bank Of Willards"@en
<http://lod4all.net/resource/financial/fdicCert-12828>	"The Farmers Bank, Frankfort, Indiana"@en
<http://lod4all.net/resource/financial/fdicCert-15205>	"The Farmers Bank, Woodland Mills, Tennessee"@en
<http://lod4all.net/resource/financial/fdicCert-6540>	"The Farmers National Bank Of Canfield"@en
<http://lod4all.net/resource/financial/fdicCert-2740>	"The Farmers National Bank Of Danville"@en
<http://lod4all.net/resource/financial/fdicCert-2754>	"The Farmers National Bank Of Lebanon"@en
<http://lod4all.net/resource/financial/fdicCert-2769>	"The Farmers National Bank Of Scottsville"@en
<http://lod4all.net/resource/financial/fdicCert-2290>	"The Farmers Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-14991>	"The Farmers State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-15258>	"The Farmers State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-15853>	"The Farmers State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-16387>	"The Farmers State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-16941>	"The Farmers State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-17632>	"The Farmers State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-404>	"The Farmers State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-8503>	"The Farmers State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-18120>	"The Farmers State Bank Of Aliceville, Kansas"@en
<http://lod4all.net/resource/financial/fdicCert-17629>	"The Farmers State Bank Of Blue Mound"@en
<http://lod4all.net/resource/financial/fdicCert-10407>	"The Farmers State Bank Of Brush"@en
<http://lod4all.net/resource/financial/fdicCert-18101>	"The Farmers State Bank Of Bucklin, Kansas"@en
<http://lod4all.net/resource/financial/fdicCert-1867>	"The Farmers State Bank Of Oakley, Kansas"@en
<http://lod4all.net/resource/financial/fdicCert-6084>	"The Farmers State Bank Of Turton"@en
<http://lod4all.net/resource/financial/fdicCert-13033>	"The Farmers State Bank Of Waupaca"@en
<http://lod4all.net/resource/financial/fdicCert-15164>	"The Farmers State Bank Of Westmoreland"@en
<http://lod4all.net/resource/financial/fdicCert-6923>	"The Fauquier Bank"@en
<http://lod4all.net/resource/financial/fdicCert-6762>	"The Fayette County National Bank Of Fayetteville"@en
<http://lod4all.net/resource/financial/fdicCert-10920>	"The Fidelity State Bank And Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-16082>	"The First And Farmers Bank"@en
<http://lod4all.net/resource/financial/fdicCert-22918>	"The First Bank And Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-5336>	"The First Bank Of Baldwin"@en
<http://lod4all.net/resource/financial/fdicCert-3133>	"The First Bank Of Celeste"@en
<http://lod4all.net/resource/financial/fdicCert-58307>	"The First Bank Of Greenwich"@en
<http://lod4all.net/resource/financial/fdicCert-1165>	"The First Bank Of Okarche"@en
<http://lod4all.net/resource/financial/fdicCert-15214>	"The First Central National Bank Of St. Paris"@en
<http://lod4all.net/resource/financial/fdicCert-14355>	"The First Citizens National Bank Of Upper Sandusky"@en
<http://lod4all.net/resource/financial/fdicCert-2721>	"The First Commonwealth Bank Of Prestonsburg, Inc."@en
<http://lod4all.net/resource/financial/fdicCert-4222>	"The First Farmers National Bank Of Waurika"@en
<http://lod4all.net/resource/financial/fdicCert-3301>	"The First Liberty National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-4086>	"The First National Bank & Trust"@en
<http://lod4all.net/resource/financial/fdicCert-5062>	"The First National Bank & Trust Company Of Iron Mountain"@en
<http://lod4all.net/resource/financial/fdicCert-2779>	"The First National Bank And Trust"@en
<http://lod4all.net/resource/financial/fdicCert-4062>	"The First National Bank And Trust Co., Chickasha, Oklahoma"@en
<http://lod4all.net/resource/financial/fdicCert-5285>	"The First National Bank And Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-4050>	"The First National Bank And Trust Company Of Broken Arrow"@en
<http://lod4all.net/resource/financial/fdicCert-4148>	"The First National Bank And Trust Company Of Miami"@en
<http://lod4all.net/resource/financial/fdicCert-4170>	"The First National Bank And Trust Company Of Okmulgee"@en
<http://lod4all.net/resource/financial/fdicCert-4218>	"The First National Bank And Trust Company Of Vinita"@en
<http://lod4all.net/resource/financial/fdicCert-14534>	"The First National Bank At Paris"@en
<http://lod4all.net/resource/financial/fdicCert-4031>	"The First National Bank In Altus"@en
<http://lod4all.net/resource/financial/fdicCert-4638>	"The First National Bank In Cimarron"@en
<http://lod4all.net/resource/financial/fdicCert-3149>	"The First National Bank In Cooper"@en
<http://lod4all.net/resource/financial/fdicCert-4444>	"The First National Bank In Creston"@en
<http://lod4all.net/resource/financial/fdicCert-14095>	"The First National Bank In Falfurrias"@en
<http://lod4all.net/resource/financial/fdicCert-26260>	"The First National Bank In Marlow"@en
<http://lod4all.net/resource/financial/fdicCert-4016>	"The First National Bank In Sioux Falls"@en
<http://lod4all.net/resource/financial/fdicCert-14584>	"The First National Bank In Trinidad"@en
<http://lod4all.net/resource/financial/fdicCert-6442>	"The First National Bank Of Absecon"@en
<http://lod4all.net/resource/financial/fdicCert-3067>	"The First National Bank Of Albany"@en
<http://lod4all.net/resource/financial/fdicCert-3075>	"The First National Bank Of Anderson"@en
<http://lod4all.net/resource/financial/fdicCert-3079>	"The First National Bank Of Aspermont"@en
<http://lod4all.net/resource/financial/fdicCert-5087>	"The First National Bank Of Bagley"@en
<http://lod4all.net/resource/financial/fdicCert-3087>	"The First National Bank Of Ballinger"@en
<http://lod4all.net/resource/financial/fdicCert-5337>	"The First National Bank Of Bangor"@en
<http://lod4all.net/resource/financial/fdicCert-3091>	"The First National Bank Of Bastrop"@en
<http://lod4all.net/resource/financial/fdicCert-5090>	"The First National Bank Of Battle Lake"@en
<http://lod4all.net/resource/financial/fdicCert-3095>	"The First National Bank Of Beeville"@en
<http://lod4all.net/resource/financial/fdicCert-6528>	"The First National Bank Of Bellevue"@en
<http://lod4all.net/resource/financial/fdicCert-3099>	"The First National Bank Of Bellville"@en
<http://lod4all.net/resource/financial/fdicCert-4630>	"The First National Bank Of Beloit"@en
<http://lod4all.net/resource/financial/fdicCert-5093>	"The First National Bank Of Bemidji"@en
<http://lod4all.net/resource/financial/fdicCert-5286>	"The First National Bank Of Berlin"@en
<http://lod4all.net/resource/financial/fdicCert-6530>	"The First National Bank Of Blanchester"@en
<http://lod4all.net/resource/financial/fdicCert-2682>	"The First National Bank Of Brooksville"@en
<http://lod4all.net/resource/financial/fdicCert-2786>	"The First National Bank Of Brundidge"@en
<http://lod4all.net/resource/financial/fdicCert-5105>	"The First National Bank Of Buhl"@en
<http://lod4all.net/resource/financial/fdicCert-2735>	"The First National Bank Of Carrollton"@en
